id,title,short_description,event_type,location_name,address,city,city_aliases,country,latitude,longitude,venue_type,indoor_outdoor,season,month,age_min,age_max,duration_minutes,price_dt,budget_band,requires_authorization,tags,educational_value,recommended_label
351,Jardinage pédagogique - Cité des Sciences à Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Cité des Sciences à Tunis,"Avenue Mohamed Bouazizi, Tunis, Tunisie",Tunis,tunis;ariana;cite des sciences;el menzah;centre urbain nord,Tunisie,36.8427617047474,10.198526973948963,MUSEUM,INDOOR,WINTER,fevrier,3,6,65,6,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
352,Lecture de contes illustrés - Zoo de Tunis - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82432809790708,10.178788375632193,ZOO,OUTDOOR,ALL,all,2,6,45,5,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
353,Lecture de contes illustrés - Zoo de Tunis - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82410846507721,10.177836662777704,ZOO,OUTDOOR,SPRING,mai,2,6,30,5,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
354,Lecture de contes illustrés - Zoo de Tunis - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.8242202811938,10.17834843342415,ZOO,OUTDOOR,SUMMER,juin,2,6,50,3,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
355,Lecture de contes illustrés - Zoo de Tunis - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82268060575114,10.177689149120656,ZOO,OUTDOOR,AUTUMN,novembre,2,6,45,5,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
356,Lecture de contes illustrés - Zoo de Tunis - Parc du Belvédère,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82340957205547,10.178245656763746,ZOO,OUTDOOR,WINTER,fevrier,2,6,45,3,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
357,Sortie découverte nature - Zoo de Tunis - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82414483460246,10.178780583783558,ZOO,OUTDOOR,ALL,all,3,6,90,12,MEDIUM,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
358,Sortie découverte nature - Zoo de Tunis - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.822550049299295,10.178668469690429,ZOO,OUTDOOR,SPRING,mai,3,6,105,6,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
359,Sortie découverte nature - Zoo de Tunis - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82262643408232,10.17854771070278,ZOO,OUTDOOR,SUMMER,aout,3,6,105,8,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
360,Sortie découverte nature - Zoo de Tunis - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82277955402502,10.178792523065763,ZOO,OUTDOOR,AUTUMN,novembre,3,6,105,7,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
361,Sortie découverte nature - Zoo de Tunis - Parc du Belvédère,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.822969600064866,10.177975093211764,ZOO,OUTDOOR,WINTER,janvier,3,6,110,3,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
362,Mini randonnée éducative - Zoo de Tunis - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.8238409724377,10.178386280243046,ZOO,OUTDOOR,ALL,all,4,6,110,10,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
363,Mini randonnée éducative - Zoo de Tunis - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82380984379499,10.178567386166591,ZOO,OUTDOOR,SPRING,mai,4,6,110,6,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
364,Mini randonnée éducative - Zoo de Tunis - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82324105991747,10.17778676617212,ZOO,OUTDOOR,SUMMER,juillet,4,6,100,8,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
365,Mini randonnée éducative - Zoo de Tunis - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.823234669917,10.178703392424849,ZOO,OUTDOOR,AUTUMN,octobre,4,6,105,8,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
366,Mini randonnée éducative - Zoo de Tunis - Parc du Belvédère,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82287961712432,10.177144319438174,ZOO,OUTDOOR,WINTER,decembre,4,6,110,10,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
367,Visite musée adaptée enfants - Zoo de Tunis - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82292421163085,10.178178985837059,ZOO,OUTDOOR,ALL,all,4,6,120,8,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
368,Visite musée adaptée enfants - Zoo de Tunis - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82447764180789,10.178473956199952,ZOO,OUTDOOR,SPRING,mars,4,6,130,5,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
369,Visite musée adaptée enfants - Zoo de Tunis - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.823672766167164,10.178526105962241,ZOO,OUTDOOR,SUMMER,juin,4,6,130,9,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
370,Visite musée adaptée enfants - Zoo de Tunis - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82250567110296,10.17861681225276,ZOO,OUTDOOR,AUTUMN,octobre,4,6,130,8,LOW,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
371,Visite musée adaptée enfants - Zoo de Tunis - Parc du Belvédère,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82409702764712,10.177119852695778,ZOO,OUTDOOR,WINTER,decembre,4,6,120,12,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
372,Parcours motricité - Zoo de Tunis - Parc du Belvédère,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.823216484558436,10.178476863068907,ZOO,OUTDOOR,ALL,all,2,6,60,3,LOW,True,sport;motricite;coordination;energie,HIGH,RECOMMENDED
373,Parcours motricité - Zoo de Tunis - Parc du Belvédère,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82260479803573,10.178383436113908,ZOO,OUTDOOR,SPRING,mars,2,6,45,6,LOW,True,sport;motricite;coordination;energie,HIGH,RECOMMENDED
374,Parcours motricité - Zoo de Tunis - Parc du Belvédère,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82339655042854,10.177624077947634,ZOO,OUTDOOR,SUMMER,aout,2,6,45,6,LOW,True,sport;motricite;coordination;energie,HIGH,RECOMMENDED
375,Parcours motricité - Zoo de Tunis - Parc du Belvédère,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.824390831285946,10.176986730073798,ZOO,OUTDOOR,AUTUMN,octobre,2,6,60,9,MEDIUM,True,sport;motricite;coordination;energie,HIGH,RECOMMENDED
376,Jeux collectifs doux - Zoo de Tunis - Parc du Belvédère,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.824428052366244,10.177021650814988,ZOO,OUTDOOR,ALL,all,3,6,80,12,MEDIUM,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
377,Jeux collectifs doux - Zoo de Tunis - Parc du Belvédère,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82271592365936,10.178324802629794,ZOO,OUTDOOR,SPRING,avril,3,6,80,12,MEDIUM,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
378,Jeux collectifs doux - Zoo de Tunis - Parc du Belvédère,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82371659484727,10.17703136446664,ZOO,OUTDOOR,SUMMER,juin,3,6,75,6,LOW,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
379,Jeux collectifs doux - Zoo de Tunis - Parc du Belvédère,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.823924305592854,10.177661808797636,ZOO,OUTDOOR,AUTUMN,novembre,3,6,75,14,MEDIUM,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
380,Fête saisonnière - Zoo de Tunis - Parc du Belvédère,"Décoration, chants, jeux et goûter selon la saison.",FETE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82371085358307,10.177098356923358,ZOO,OUTDOOR,ALL,all,2,6,75,12,MEDIUM,True,fete;chants;decoration;socialisation,HIGH,RECOMMENDED
381,Fête saisonnière - Zoo de Tunis - Parc du Belvédère,"Décoration, chants, jeux et goûter selon la saison.",FETE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.824230984631406,10.177760139883333,ZOO,OUTDOOR,SPRING,mai,2,6,85,14,MEDIUM,True,fete;chants;decoration;socialisation,HIGH,RECOMMENDED
382,Fête saisonnière - Zoo de Tunis - Parc du Belvédère,"Décoration, chants, jeux et goûter selon la saison.",FETE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.823297460368515,10.178359225015269,ZOO,OUTDOOR,SUMMER,juillet,2,6,90,8,LOW,True,fete;chants;decoration;socialisation,HIGH,RECOMMENDED
383,Fête saisonnière - Zoo de Tunis - Parc du Belvédère,"Décoration, chants, jeux et goûter selon la saison.",FETE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.823009779592965,10.178807185035238,ZOO,OUTDOOR,AUTUMN,octobre,2,6,95,10,MEDIUM,True,fete;chants;decoration;socialisation,HIGH,RECOMMENDED
384,Chasse aux formes - Zoo de Tunis - Parc du Belvédère,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82268244957673,10.177070728714662,ZOO,OUTDOOR,ALL,all,2,5,65,3,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
385,Chasse aux formes - Zoo de Tunis - Parc du Belvédère,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82412353857056,10.17801274147123,ZOO,OUTDOOR,SPRING,mars,2,5,60,5,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
386,Chasse aux formes - Zoo de Tunis - Parc du Belvédère,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82332161726585,10.178647214744467,ZOO,OUTDOOR,SUMMER,aout,2,5,65,3,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
387,Chasse aux formes - Zoo de Tunis - Parc du Belvédère,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82443679725063,10.178100820182449,ZOO,OUTDOOR,AUTUMN,novembre,2,5,60,3,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
388,Chasse aux formes - Zoo de Tunis - Parc du Belvédère,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82351482509394,10.177209460351715,ZOO,OUTDOOR,WINTER,decembre,2,5,65,9,MEDIUM,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
389,Sortie patrimoine en images - Zoo de Tunis - Parc du Belvédère,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.823200227988444,10.178012530952207,ZOO,OUTDOOR,ALL,all,4,6,110,3,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
390,Sortie patrimoine en images - Zoo de Tunis - Parc du Belvédère,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82411444274231,10.178590310322656,ZOO,OUTDOOR,SPRING,avril,4,6,110,9,MEDIUM,True,patrimoine;histoire;langage;sortie,HIGH,POSSIBLE
391,Sortie patrimoine en images - Zoo de Tunis - Parc du Belvédère,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.822860832143924,10.17830539754573,ZOO,OUTDOOR,SUMMER,aout,4,6,125,5,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
392,Sortie patrimoine en images - Zoo de Tunis - Parc du Belvédère,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82286281111643,10.177186502980684,ZOO,OUTDOOR,AUTUMN,octobre,4,6,130,5,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
393,Sortie patrimoine en images - Zoo de Tunis - Parc du Belvédère,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.823766344025316,10.176961314196761,ZOO,OUTDOOR,WINTER,decembre,4,6,120,8,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
394,Jardinage pédagogique - Zoo de Tunis - Parc du Belvédère,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82333966498753,10.177581791963538,ZOO,OUTDOOR,ALL,all,3,6,70,7,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
395,Jardinage pédagogique - Zoo de Tunis - Parc du Belvédère,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82405367123994,10.178035187113228,ZOO,OUTDOOR,SPRING,avril,3,6,55,5,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
396,Jardinage pédagogique - Zoo de Tunis - Parc du Belvédère,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82281481979422,10.178135676363851,ZOO,OUTDOOR,SUMMER,juin,3,6,55,3,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
397,Jardinage pédagogique - Zoo de Tunis - Parc du Belvédère,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82382387738562,10.17787132340978,ZOO,OUTDOOR,AUTUMN,octobre,3,6,75,7,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
398,Jardinage pédagogique - Zoo de Tunis - Parc du Belvédère,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Zoo de Tunis - Parc du Belvédère,"22 Avenue des Etats-Unis, Tunis 1002, Tunisie",Tunis,tunis;belvedere;zoo;tunis centre;lafayette,Tunisie,36.82293113793068,10.177924692611601,ZOO,OUTDOOR,WINTER,janvier,3,6,70,5,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
399,Lecture de contes illustrés - Jardin Japonais de Tunis,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.8067217795444,10.186456435785868,PARK,OUTDOOR,ALL,all,2,6,50,4,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
400,Lecture de contes illustrés - Jardin Japonais de Tunis,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.806590834725206,10.185890526792175,PARK,OUTDOOR,SPRING,mai,2,6,30,2,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
401,Lecture de contes illustrés - Jardin Japonais de Tunis,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.807102838724035,10.18552246795844,PARK,OUTDOOR,SUMMER,juin,2,6,40,0,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
402,Lecture de contes illustrés - Jardin Japonais de Tunis,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80715624471188,10.185115459813138,PARK,OUTDOOR,AUTUMN,octobre,2,6,50,2,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
403,Lecture de contes illustrés - Jardin Japonais de Tunis,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80726041489143,10.186507342526765,PARK,OUTDOOR,WINTER,decembre,2,6,45,0,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
404,Sortie découverte nature - Jardin Japonais de Tunis,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80822352872404,10.185184604523124,PARK,OUTDOOR,ALL,all,3,6,90,3,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
405,Sortie découverte nature - Jardin Japonais de Tunis,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80765151832147,10.186246799361772,PARK,OUTDOOR,SPRING,avril,3,6,110,3,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
406,Sortie découverte nature - Jardin Japonais de Tunis,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.806541713118044,10.185749536358891,PARK,OUTDOOR,SUMMER,juillet,3,6,110,3,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
407,Sortie découverte nature - Jardin Japonais de Tunis,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.807373423559135,10.185311726266791,PARK,OUTDOOR,AUTUMN,novembre,3,6,110,2,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
408,Sortie découverte nature - Jardin Japonais de Tunis,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80665729417496,10.18684104883239,PARK,OUTDOOR,WINTER,fevrier,3,6,105,9,MEDIUM,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
409,Mini randonnée éducative - Jardin Japonais de Tunis,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80805823573721,10.185252758754945,PARK,OUTDOOR,ALL,all,4,6,90,3,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
410,Mini randonnée éducative - Jardin Japonais de Tunis,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Jardin Japonais de Tunis,"Avenue Mohamed V, Tunis, Tunisie",Tunis,tunis;lac;centre ville;mohamed v,Tunisie,36.80831184546316,10.185798750530944,PARK,OUTDOOR,SPRING,mai,4,6,100,6,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
